Id,Jurisdicci,area prot,Especie,Fecha,Laterror,Longerror,Latform,Longform,Latitud,Longitud,Altitud,Localidad,Ambiente,Estado,Uso,Cantidad,Rastros,y,id_General,origen_SIB,mes ,Periodo
1788,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/02/2017,-4947761,-729652,-49.47761,-72.9652,-49.47761,-72.9652,260,"Margen noreste del arroyo de las Lauchas, 650 m de la desembocadura, Bah¡a Cabo de Hornos","ladera con pastizal de gram¡neas y arbustivas dispersas, calafate. En los alrededores, bosque de lenga",Bueno,"Turismo, sendero. Presencia de ganado vacuno y equinos",1,,2017,989,Glaciares,2,verano
2506,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/02/2020,-4947752,-7298802,-49.47752,-72.98802,-49.47752,-72.98802,327,Bah¡a T‚mpanos,Estepa,Bueno,ZUPE,1,,2020,1619,Glaciares,2,verano
2241,PNLG,Parque Nacional Los Glaciares,HUEMUL,11/04/2019,-4947727,-7299933,-49.47727,-72.99933,-49.47727,-72.99933,281,A 1 km de Bah¡a Tempanos,,Bueno,Zona de uso publico,2,,2019,1354,Glaciares,4,oto¤o
1616,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/04/2016,-4947706,-7298751,-49.47706,-72.98751,-49.47706,-72.98751,330,Ladera norte de Bah¡a T‚mpanos,Ladera con arbustivas altas y bosque de lenga. Pendiente moderada,Muy bueno,"Turismo, sendero. Ingresi¢n espor dica de ganado",1,,2016,840,Glaciares,4,oto¤o
142,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/02/2004,-4947655,-7295277,-49.47655,-72.95277,-49.47655,-72.95277,0,"Campo del Ventisquero: playa cerca del Lago Viedma, Bah¡a Cabo de Hornos",Playa arenosa,,,0,Huellas,2004,31,Glaciares,2,verano
153,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/12/2003,-4947556,-7299306,-49.47556,-72.99306,-49.47556,-72.99306,0,"Faldeo Sudeste Cerro Huemul, 400 m s.n.m.","Bosque abierto de lenga en ladera, notro, le¤a dura",,,0,Huellas Bosteo,2003,41,Glaciares,12,primavera
1711,PNLG,Parque Nacional Los Glaciares,HUEMUL,26/12/2016,-4947556,-7303645,-49.47556,-73.03645,-49.47556,-73.03645,750,"Ladera norte del Glaciar Viedma, 2 km al oeste del Paso Huemul","Ladera con pastizal de gram¡neas y arbustivas bajas, muy pedregosa, con piedras grandes. Pendiente moderada",Muy bueno,"Turismo, sendero",1,,2016,931,Glaciares,12,primavera
295,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/06/2009,-4947512,-729892,-49.47512,-72.9892,-49.47512,-72.9892,450,"Ladera Este Cerro Huemul, zona P. Ventisquero.",,,Tur¡stico,0,Huellas Bosteo ramoneo,2009,126,Glaciares,6,oto¤o
1301,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/12/2014,-4947374,-7298282,-49.47374,-72.98282,-49.47374,-72.98282,310,"Ladera sureste del Cerro Huemul, 800 a 900 metros al norte de Bah¡a T‚mpanos, Lago Viedma","Ladera de pendiente moderada con bosque de lenga y matorral. Le¤a dura. Exposici¢n Este, suelo pedregoso",Bueno a muy bueno,"Turismo, sendero. Presencia no autorizada de ganado vacuno y equino.ÿ",1,Huellas Bosteo Sendero.,2014,546,Glaciares,12,primavera
2028,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/01/2019,-4947352,-7298347,-49.47352,-72.98347,-49.47352,-72.98347,335,Cerro Huemul,Bosque,Bueno,Zona de uso publico,2,,2019,1141,Glaciares,1,verano
1524,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/06/2016,-4947333,-7299066,-49.47333,-72.99066,-49.47333,-72.99066,490,Ladera NO de Bah¡a T‚mpanos,"Ladera de pendiente moderada. Matorral, notro, siete camisas, calafate, paramela. Manchones de bosque abierto, pastizal.",Muy bueno,"Turismo bajo, sendero",1,Huellas Bosteo Ramoneo,2016,748,Glaciares,6,oto¤o
1558,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/02/2016,-4947315,-7295376,-49.47315,-72.95376,-49.47315,-72.95376,265,"Ladera norte-NO de la Bah¡a Cabo de Hornos, Lago Viedma, a unos 380 m de la costa","Ladera con pastizal y bosque de lenga, ¤ires, costa de arroyo. Pendiente leve a moderada",Bueno a muy bueno,"Turismo, sendero. Ingreso de ganado, vacuno y equino",1,,2016,782,Glaciares,2,verano
2340,PNLG,Parque Nacional Los Glaciares,HUEMUL,27/11/2019,-4947272,-73041,-49.47272,-73.041,-49.47272,-73.041,744,Entre Paso Huemul y Paso del Viento.,Monta¤a,Bueno,Zona de uso publico,1,,2019,1453,Glaciares,11,primavera
1519,PNLG,Parque Nacional Los Glaciares,HUEMUL,29/12/2015,-4947256,-7298946,-49.47256,-72.98946,-49.47256,-72.98946,480,Ladera norte-NO de Bah¡a T‚mpanos,"Ladera con matorral, pastizal y bosque abierto. Roquedales grandes-",Muy bueno,"Turismo, sendero, bajada del Paso Huemul. Presencia de rastros viejos de caballo, adultos y potrillo.ÿ",0,"Huellas Bosteo Ramoneo, pelos, marca en vegetaci¢n",2015,743,Glaciares,12,primavera
154,PNLG,Parque Nacional Los Glaciares,HUEMUL,14/12/2003,-4947252,-7300319,-49.47252,-73.00319,-49.47252,-73.00319,0,"Faldeo Sudeste Cerro Huemul, 1.010 m s.n.m.","Bosque abierto de lenga en ladera, notro, le¤a dura",,,0,Huellas Bosteo,2003,42,Glaciares,12,primavera
2069,PNLG,Parque Nacional Los Glaciares,HUEMUL,19/01/2019,-4947231,-7300098,-49.47231,-73.00098,-49.47231,-73.00098,911,"Paso Huemul, bajando",Bosque de lengas,Bueno,Zona de uso publico,1,,2019,1182,Glaciares,1,verano
247,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/01/2006,-4946651,-729649,-49.46651,-72.9649,-49.46651,-72.9649,397,El Chalten. Entre Paso Huemul y Cabo de Hornos.,"Estepa con parte de morena.Neneo, le¤a dura.",,turismo,0,,2006,103,Glaciares,1,verano
1158,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/12/2013,-4946557,-7306431,-49.46557,-73.06431,-49.46557,-73.06431,800,"Ladera SO del Cerro Huemul, sobre la margen del R¡o Paula","Ladera de pendiente moderada, suelo pedregoso, murtilla; manchones de bosqueÿ",Muy bueno,"Turismo, sendero",1,,2013,457,Glaciares,12,primavera
296,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/06/2009,-4946542,-7297783,-49.46542,-72.97783,-49.46542,-72.97783,600,"Ladera Este del Cerro Huemul, zona P. Ventisquero.","arbustivo, chapel, cocoipu, con bosque bajo de lenga disperso.",,Tur¡stico y ganadero,0,Huellas Bosteo,2009,127,Glaciares,6,oto¤o
143,PNLG,Parque Nacional Los Glaciares,HUEMUL,28/05/2004,-4946494,-7299642,-49.46494,-72.99642,-49.46494,-72.99642,0,"Faldeo Este del Cerro Huemul (arriba de Campo del Ventisquero), entre 800 y 1.050 m s.n.m.","Faldeo con bosque de lenga de hasta 5 m, en recuperacion de incendio",,,0,Huellas Bosteo,2004,32,Glaciares,5,oto¤o
1320,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/01/2015,-4946463,-7307365,-49.46463,-73.07365,-49.46463,-73.07365,745,"Ladera sudoeste del Cerro Huemul, 600 metros al oeste del R¡o Paula","Ladera de pendiente moderada. Poca vegetaci¢n, cahura, murtilla",Bueno a muy bueno,"Turismo, sendero",1,,2015,564,Glaciares,1,verano
298,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/06/2009,-4945347,-7297594,-49.45347,-72.97594,-49.45347,-72.97594,0,"Ladera Este del Cerro Huemul, zona P. Ventisquero.",,,"Ganadero, caballos y vacas",0,Huellas Bosteo,2009,129,Glaciares,6,oto¤o
95,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/03/2001,-4943874,-7303063,-49.43874,-73.03063,-49.43874,-73.03063,1000,"Ladera SW Cerro Huemul, al N del Glaciar Viedma",Borde del glaciar; morenas; sitios encajonados.,Muy bueno,"Turismo, sendero",0,Huellas Bosteo,2001,11,Glaciares,3,verano
1899,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/11/2017,-4942538,-7310469,-49.42538,-73.10469,-49.42538,-73.10469,940,"Ladera noreste del Glaciar Viedma, 1,6 km al Este-NE del Morro del Refugio",Ladera con pastizal y arbustivas bajas. Morros con bosquetes de lenga achaparrada. Pendiente leve.,Muy bueno,"Turismo, sendero, campamento y refugio",1,,2017,1083,Glaciares,11,primavera
1840,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/04/2017,-4942321,-7310795,-49.42321,-73.10795,-49.42321,-73.10795,960,"Margen norte del Glaciar Viedma, 400 m al norte de Laguna del Refugio, Paso del Viento","Ladera en alta monta¤a, zona periglacial. Suelo rocoso-pedregoso. Pendiente moderada, exposici¢n oeste-SO.",Muy bueno,"Turismo, sendero, refugio",1,,2017,1041,Glaciares,4,oto¤o
2835,PNLG,Parque Nacional Los Glaciares,HUEMUL,25/08/2021,-4941667,-7288667,-49.41667,-72.88667,-49.41667,-72.88667,273,R¡o T£nel Inferior,"Estepa, zona con pastoreo de la PPOP A. Rojo",medio,Ganadero y recreativo,0,Bosteo   bosteos recientes,2021,1918,Glaciares,8,invierno
2829,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/06/2018,-4941565,-7288186,-49.41565,-72.88186,-49.41565,-72.88186,272,"Margen Norte del R¡o T£nel, a 1,780 km  de la desembocadura en Lago Viedma. Tirolesa Bah¡a T£nel.","Fondo de valle, costa de r¡o. Pastizal de coir¢n, neneo, y arbustivas bajas. Pendiente leve exposici¢n Este",Regular a malo,Ganader¡a,1,,2018,1912,Glaciares,6,oto¤o
1412,PNLG,Parque Nacional Los Glaciares,HUEMUL,31/03/2015,-4941356,-7289723,-49.41356,-72.89723,-49.41356,-72.89723,430,"Ladera norte del R¡o T£nel, a 3 km de la desembocadura en el Lago Viedma","Ladera con bosque y pastizal alto, lenga, ¤ire, notro, calafate. Pendiente pronunciada, exposici¢n mayormente sur, suelo pedregoso",Bueno,"Ganader¡a, turismo",0,"Bosteo Ramoneo, marca en vegetaci¢n",2015,654,Glaciares,3,verano
1769,PNLG,Parque Nacional Los Glaciares,HUEMUL,8/02/2017,-4941252,-7289243,-49.41252,-72.89243,-49.41252,-72.89243,600,"Ca¤ad¢n del R¡o Toro, a 2,5 km de la desembocadura en Lago Viedma","Fondo de valle, con pastizal de herb ceas",Regular,"Turismo, sendero. Ganado vacuno y equino",0,Huellas Bosteo,2017,970,Glaciares,2,verano
1612,PNLG,Parque Nacional Los Glaciares,HUEMUL,31/03/2016,-4941066,-7290702,-49.41066,-72.90702,-49.41066,-72.90702,475,"Ladera norte del R¡o T£nel, a 4 m de la desembocadura en Lago Viedma","Ladera con bosque de lenga y suelo pedregoso. Pendiente moderada, exposici¢n sur",Bueno,Pastoreo de ganado,0,Huellas,2016,836,Glaciares,3,verano
2763,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/02/2018,-4941019,-7291113,-49.41019,-72.91113,-49.41019,-72.91113,490,"Ladera Norte del R¡o T£nel, 3,3 km al Oeste de su desembocadura, en l¡nea recta","Ladera con bosque de lenga y ¤ire. Pendiente moderada, exposici¢n sur",Regular,Presencia de ganado y perros,0,Huellas Bosteo,2018,1846,Glaciares,2,verano
2273,PNLG,Parque Nacional Los Glaciares,HUEMUL,21/08/2019,-4940728,-7287323,-49.40728,-72.87323,-49.40728,-72.87323,253,Faldeo r¡o T£nel cerca casco estancia.,estepa - bosque,Bueno,PPOP,2,,2019,1386,Glaciares,8,invierno
2163,PNLG,Parque Nacional Los Glaciares,HUEMUL,6/03/2019,-4940422,-7293122,-49.40422,-72.93122,-49.40422,-72.93122,582,R¡o T£nel,Bosque,Bueno,,1,,2019,1276,Glaciares,3,verano
2272,PNLG,Parque Nacional Los Glaciares,HUEMUL,18/08/2019,-4939832,-7287333,-49.39832,-72.87333,-49.39832,-72.87333,257,Costa Lago Viedma,Estepa,Bueno,PPOP,2,,2019,1385,Glaciares,8,invierno
2721,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/09/2020,-4939555,-728712,-49.39555,-72.8712,-49.39555,-72.8712,253,Pto. Bahia T£nel,estepa,Bueno,ZUPE,3,,2020,1804,Glaciares,9,invierno
2836,PNLG,Parque Nacional Los Glaciares,HUEMUL,12/09/2021,-4939517,-7287063,-49.39517,-72.87063,-49.39517,-72.87063,253,"Bahia T£nel, Lago Viedma","costa de lago, orilla",medio,recreativo y pastoreo de ganado PPOP A. Rojo,2,,2021,1919,Glaciares,9,invierno
2735,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/11/2020,-4939509,-7287063,-49.39509,-72.87063,-49.39509,-72.87063,430,Bahia T£nel,costa del lago,Bueno,ZUPE,2,,2020,1818,Glaciares,11,primavera
2279,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/09/2019,-4939442,-7286988,-49.39442,-72.86988,-49.39442,-72.86988,257,bah¡a T£nel,estepa,Bueno,Zona de uso publico,5,,2019,1392,Glaciares,9,invierno
2280,PNLG,Parque Nacional Los Glaciares,HUEMUL,10/09/2019,-4939442,-7286988,-49.39442,-72.86988,-49.39442,-72.86988,250,Bah¡a T£nel,estepa,Bueno,Zona de uso publico,2,,2019,1393,Glaciares,9,invierno
150,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/05/1996,-4939364,-7304677,-49.39364,-73.04677,-49.39364,-73.04677,0,Faldeo que da a la costa sur de Laguna Toro o T£nel,,,,3,,1996,38,Glaciares,5,oto¤o
2722,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/09/2020,-4939067,-7286933,-49.39067,-72.86933,-49.39067,-72.86933,253,Pto. Bahia T£nel,"costa, mallin, bosque abierto",Bueno,ZUPE,3,,2020,1805,Glaciares,9,invierno
333,PNLG,Parque Nacional Los Glaciares,HUEMUL,19/04/2008,-4938789,-7294079,-49.38789,-72.94079,-49.38789,-72.94079,1008,"Loma del Pliegue Tumbado, saliendo del £ltimo bosque de lengas.",Ladera con pastizal de altura y bosque de lenga. Suelo nevado.,,Tur¡stico,1,,2008,162,Glaciares,4,oto¤o
2483,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/02/2020,-4938558,-7304417,-49.38558,-73.04417,-49.38558,-73.04417,668,200 mts. Campamento Toro,Bosque de lengas,Bueno,ZUPE,2,,2020,1596,Glaciares,2,verano
2520,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/03/2020,-4938558,-7304417,-49.38558,-73.04417,-49.38558,-73.04417,668,Laguna Toro,"Pastizal, ¤ires ,Calafates",Bueno,ZUPE,1,,2020,1633,Glaciares,3,verano
2525,SANTA CRUZ,,HUEMUL,2/03/2020,-4938558,-7204417,-49.38558,-72.04417,-49.38558,-72.04417,668,"Laguna Toro, en el campamento",,Bueno,ZUPE,1,,2020,1638,Glaciares,3,verano
2544,SANTA CRUZ,,HUEMUL,9/03/2020,-4938558,-7204417,-49.38558,-72.04417,-49.38558,-72.04417,668,5 mts al lado de Laguna Toro,Bosque abierto,Bueno,ZUPE,1,,2020,1657,Glaciares,3,verano
2543,SANTA CRUZ,,HUEMUL,9/03/2020,-4938558,-7204417,-49.38558,-72.04417,-49.38558,-72.04417,668,Valle del Toro,Bosque abierto,Bueno,ZUPE,1,,2020,1656,Glaciares,3,verano
2329,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/11/2019,-4938528,-7304045,-49.38528,-73.04045,-49.38528,-73.04045,669,Campamento laguna Toro,Bosque,Bueno,Zona de uso publico,1,,2019,1442,Glaciares,11,primavera
2166,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/03/2019,-4938503,-7303997,-49.38503,-73.03997,-49.38503,-73.03997,667,Campamento Laguna Toro.,Bosque,Bueno,Zona de uso publico,1,,2019,1279,Glaciares,3,verano
1633,PNLG,Parque Nacional Los Glaciares,HUEMUL,18/04/2016,-4938462,-7305108,-49.38462,-73.05108,-49.38462,-73.05108,670,Ladera norte (sector medio) de Laguna Toro o T£nel,"Comienzo de ladera, sector costero de laguna con vegetaci¢n baja de alta monta¤a, morenas. A 1,5 km del borde actual del Glaciar R¡o T£nel Inferior",Bueno a muy bueno,"Turismo, sendero, campamento",2,,2016,857,Glaciares,4,oto¤o
326,PNLG,Parque Nacional Los Glaciares,HUEMUL,22/03/2008,-4938322,-7306049,-49.38322,-73.06049,-49.38322,-73.06049,430,"A 50 metros de la cabecera de Laguna Toro, por sendero Loma del Pliegue Tumbado.","Ecotono, estepa. Bosque abierto de ¤ire, coir¢n, neneo, paramela. Pendiente pronunciada.",,"Tur¡stico, sendero.",1,,2008,156,Glaciares,3,verano
1293,PNLG,Parque Nacional Los Glaciares,HUEMUL,15/11/2014,-4938289,-7302562,-49.38289,-73.02562,-49.38289,-73.02562,630,"Margen Norte del R¡o T£nel,a 1,5 km al Este de laguna Toroÿ","Fondo de valle, mall¡n, pastizal. Pendiente moderada, suelo pedregoso. Exposici¢n SE.",Bueno a muy bueno,"Tursimo, sendero, campamento. Presencia de vacunos.",1,,2014,538,Glaciares,11,primavera
1679,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/11/2016,-4938273,-7296676,-49.38273,-72.96676,-49.38273,-72.96676,840,"Ladera norte del R¡ðo T£nel, 5,7 km al Este de Laguna Toro","Ladera con bosque abierto de lenga y ¤ire. Pendiente moderada, suelo pedregoso. Exposici¢n sur.",Bueno a muy bueno,"Turismo, sendero. Ganader¡ða",1,,2016,899,Glaciares,11,primavera
1338,PNLG,Parque Nacional Los Glaciares,HUEMUL,20/01/2015,-4938033,-7293385,-49.38033,-72.93385,-49.38033,-72.93385,1040,Extremo Este de la Loma del Pliegue Tumbado,"Ladera de pendiente leve a moderada, exposici¢n Este. Mallinoso, pastizal de gram¡neas",Bueno a muy bueno,"Turismo, sendero. Presencia de ganado vacuno",1,,2015,581,Glaciares,1,verano
301,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/11/2007,-4938013,-7289516,-49.38013,-72.89516,-49.38013,-72.89516,0,"Sendero a Loma del Pliegue Tumbado, antes de Pampa de las Carretas","Bosque de lenga, junto a un ba¤ado",,Tur¡stico,1,,2007,132,Glaciares,11,primavera
1873,PNLG,Parque Nacional Los Glaciares,HUEMUL,3/10/2017,-4937853,-72936,-49.37853,-72.936,-49.37853,-72.936,1100,Extremo Este de la Loma del Pliegue Tumbado,"Ladera con pastizal bajo y bosque de lenga, pedreros. Pendiente leve a moderada",Bueno,"Turismo, sendero",1,,2017,1063,Glaciares,10,primavera
335,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/12/2008,-4937827,-729473,-49.37827,-72.9473,-49.37827,-72.9473,1071,"Loma del Pliegue Tumbado, por sendero, antes del mirador","Pedrero cerca del filo, murtillar. Ladera de pendiente moderada, exposici¢n Norte",,"Tur¡stico, sendero y mirador.",1,,2008,164,Glaciares,12,primavera
1895,PNLG,Parque Nacional Los Glaciares,HUEMUL,13/11/2017,-4937781,-7293635,-49.37781,-72.93635,-49.37781,-72.93635,1090,Extremo Este de la Loma del Pliegue Tumbado,"Ladera con vegetaci¢n de alta monta¤a, l¡mite superior del bosque de lenga, suelo pedregoso. Pendiente leve a moderada.",Bueno,"Turismo, sendero, mirador. Presencia de ganado vacuno",1,,2017,1079,Glaciares,11,primavera
1635,PNLG,Parque Nacional Los Glaciares,HUEMUL,23/04/2016,-4937657,-7292542,-49.37657,-72.92542,-49.37657,-72.92542,965,Ladera Este de la Loma del Pliegue Tumbado,"Ladera con pastizal y bosque abierto de lenga, mallines. Pendiente leve","Bueno, quemados antiguos de lenga, pastoreo","Turismo, sendero, ganaderia (vacunos, equinos)",1,,2016,859,Glaciares,4,oto¤o
439,PNLG,Parque Nacional Los Glaciares,HUEMUL,6/01/2009,-4937524,-7294464,-49.37524,-72.94464,-49.37524,-72.94464,1000,"Loma del Pliegue Tumbado, por el sendero en direcci¢n al mirador, despu‚s del bosque.",Pradera y bosque de lenga. Pendiente moderada.,,"Turismo, sendero.",1,,2009,189,Glaciares,1,verano
1656,PNLG,Parque Nacional Los Glaciares,HUEMUL,19/09/2016,-4937503,-7291232,-49.37503,-72.91232,-49.37503,-72.91232,870,Extremo Este de la Loma del Pliegue Tumbado,Ladera con bosque de lenga. Pendiente leve. Suelo pedregoso,Bueno,Turismo. Presencia de ganado,1,,2016,876,Glaciares,9,invierno
179,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/12/2004,-4937331,-7294348,-49.37331,-72.94348,-49.37331,-72.94348,0,Loma del Pliegue Tumbado; 1200 msnm,Pedrero cerca del l¡mite del bosque; murtilla,,Tur¡stico,1,,2004,56,Glaciares,12,primavera
613,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/12/2010,-4936822,-7293499,-49.36822,-72.93499,-49.36822,-72.93499,1050,"Sendero a Loma del Pliegue Tumbado, 400 m antes de la bifurcaci¢n a Laguna Toro.","Bosque de lenga, pendiente moderada.",,"Ganader¡a, turismo",1,,2010,227,Glaciares,12,primavera
204,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/01/2005,-4936797,-7294806,-49.36797,-72.94806,-49.36797,-72.94806,1200,Loma del Pliegue Tumbado.,Pedrero,,"Tur¡stico, ganader¡a",1,,2005,75,Glaciares,1,verano
145,PNLG,Parque Nacional Los Glaciares,HUEMUL,1/01/1994,-4936619,-7294499,-49.36619,-72.94499,-49.36619,-72.94499,0,"Faldeo NE al sur del R¡o Fitz Roy, a 1.100 m s.n.m.",Bosque abierto de lenga achaparrada,,,0,Huellas,1994,34,Glaciares,1,verano
1592,PNLG,Parque Nacional Los Glaciares,HUEMUL,4/03/2016,-4936569,-729515,-49.36569,-72.9515,-49.36569,-72.9515,1245,Tercio Este del filo de la Loma del Pliegue Tumbado,"Alta monta¤a, suelo arenoso con un manto herb ceo bajo y amplios sectores desnudos y pedregosos",Muy bueno,"Turismo, sendero",1,,2016,816,Glaciares,3,verano
320,PNLG,Parque Nacional Los Glaciares,HUEMUL,17/02/2008,-4936533,-7295119,-49.36533,-72.95119,-49.36533,-72.95119,1236,Loma del Pliegue Tumbado.,Borde de bosque de lenga y pastizal. Indica el lugar como: saliendo del £ltimo bosque de lengas.,,Tur¡stico,1,,2008,151,Glaciares,2,verano
2128,PNLG,Parque Nacional Los Glaciares,HUEMUL,23/02/2019,-4936515,-7291053,-49.36515,-72.91053,-49.36515,-72.91053,799,Laguna Gemelas,Bosque,Bueno,,1,,2019,1241,Glaciares,2,verano
2480,PNLG,Parque Nacional Los Glaciares,HUEMUL,5/02/2020,-4936385,-7294153,-49.36385,-72.94153,-49.36385,-72.94153,1108,"Sendero Loma del Pliegue Tumbado, sector alta monta¤a, sobre el £ltimo l¡mite del bosque , antes del arroyo","pedrero, alta monta¤a",Bueno,ZUPE,1,,2020,1593,Glaciares,2,verano
2319,PNLG,Parque Nacional Los Glaciares,HUEMUL,7/11/2019,-4936367,-7294052,-49.36367,-72.94052,-49.36367,-72.94052,1093,Laguna Toro,Monta¤a,Bueno,Zona de uso publico,1,,2019,1432,Glaciares,11,primavera
1933,PNLG,Parque Nacional Los Glaciares,HUEMUL,9/01/2018,-4936357,-7291618,-49.36357,-72.91618,-49.36357,-72.91618,830,"Ladera Este de la Loma del Pliegue Tumbado, zona pr¢xima a Pampa de las Carretas","Bosque de lenga con pastizal de gram¡neas y arbustivas. Pendiente leve, exposici¢n Este",Bueno,"Turismo, sendero. Presencia de ganado",2,,2018,1112,Glaciares,1,verano
334,PNLG,Parque Nacional Los Glaciares,HUEMUL,2/12/2008,-4936159,-7296365,-49.36159,-72.96365,-49.36159,-72.96365,1300,"Loma del Pliegue Tumbado, 150 metros de la cima.","Ladera cerca de laÿcima, pedrero, rocas, con murtilla, pendiente pronunciada, exposici¢n NE.",,"Turismo, vacunos",1,,2008,163,Glaciares,12,primavera
